KANORICHEM,106525,3,3
BASML,132674,2,2
SDBL,107514,4,2
OMAXE,132880,2,2
TATASTLBSL,100055,3,3
KGDENIM,100239,3,3
GMRINFRA,132754,3,3
TEJASNET,210859,3,3
MUKTAARTS,132357,3,3
HINDMOTORS,100500,2,3
BAJAJHIND,100032,3,3
BHEL,100103,3,3
RML,132661,3,2
TATAMOTORS,100570,3,3
63MOONS,126881,3,3
BGRENERGY,200018,3,3
BLKASHYAP,132719,3,3
AHLWEST,220520,2,2
ALPHAGEO,126397,4,3
JAYNECOIND,122285,2,2
VIPULLTD,111726,2,2
KESORAMIND,102937,2,2
SUZLON,132667,2,2
RSWM,100350,3,3
INOXWIND,221809,3,3
SPENCERS,209306,2,2
DVL,123736,3,3
IITL,101295,3,2
SPICEJET,100285,2,2
FCONSUMER,218963,3,3
JAGAJITIND,107155,3,3
HCC,100185,2,3
ROLLT,102448,2,3
NAHARINDUS,119136,3,3
KHADIM,200075,3,2
SPECIALITY,223869,3,2
NOIDATOLL,132481,3,3
IFCI,100106,3,3
WINDMACHIN,122029,2,2
FSC,225348,3,2
PATELENG,131120,3,3
BAGFILMS,132507,2,3
SHRIRAMEPC,200051,3,3
ARVINDFASN,293665,3,2
HTMEDIA,132662,3,3
MUKANDLTD,100460,3,4
INDORAMA,100207,2,2
RELIGARE,132915,2,1
TIL,105196,3,3
SCHAND,231273,3,3
MAFATLAIND,100264,2,2
JMTAUTOLTD,113691,3,3
SETCO,105075,3,2
BRNL,275019,2,3
MRPL,100109,3,3
SIL,130017,2,3
FRETAIL,209968,3,1
EDELWEISS,132922,3,2
PEERABASAN,111411,2,3
DGCONTENT,295246,2,2
FLFL,245775,3,3
HOCL,100449,3,3
SHREYAS,120151,4,3
WARRENTEA,108494,3,2
YESBANK,132648,1,1
8KMILES,112161,3,2
MINDTECK,117344,3,3
GTLINFRA,132775,3,2
ZEEMEDIA,132794,2,2
NITCO,132722,3,3
DCM,102820,2,2
MEP,271118,3,3
EMAMIREAL,219957,3,3
TAKE,132890,3,3
VIVIMEDLAB,132660,2,2
CHENNPETRO,100110,3,3
HCL-INSYS,100179,3,3
ASIANHOTNR,100023,2,2
AUTOIND,132797,2,3
ARSHIYA,106074,3,2
JAIBALAJI,190064,3,3
MAWANASUG,123371,3,3
ELECTHERM,126608,3,3
OPTOCIRCUI,132391,2,2
LYKALABS,100259,2,2
ALOKINDS,121070,3,3
GANESHHOUC,126367,2,2
RSSOFTWARE,117447,3,3
JISLJALEQS,100219,2,2
PUNJLLOYD,132693,2,2
MTEDUCARE,210518,2,2
JPPOWER,132627,3,2
SPMLINFRA,100402,3,3
GVKPIL,132708,2,3
HINDNATGLS,115145,3,2
RAMKY,209058,3,2
ZUARIGLOB,100780,3,3
TRF,105854,2,2
HUBTOWN,132799,3,3
SICAL,120086,2,2
ISPATALLOY,113142,3,3
DBREALTY,219492,2,2
BEDMUTHA,207842,2,2
CCHHL,126550,3,3
KWALITY,131882,2,2
ZUARI,229943,2,2
SITINET,132795,2,2
ANSALAPI,100013,2,2
PENINLAND,103031,2,2
SAKHTISUG,107315,2,2
FEL,123574,2,2
ISMTLTD,132479,2,2
VISASTEEL,132721,2,2
NAGAFERT,226981,2,2
AKSHOPTFBR,132351,2,2
SIMPLEXINF,123838,3,3
JINDRILL,111034,4,3
MBECL,132629,2,2
PARSVNATH,132780,3,3
JBFIND,114034,2,2
MTNL,100108,2,2
BRFL,132678,2,2
A2ZINFRA,207654,2,2
SPTL,286451,2,2
SELMCL,132886,2,2
SINTEX,102742,2,2
EROSMEDIA,219947,2,2
RPOWER,200039,2,2
UTTAMSTL,113216,2,2
RNAVAL,210595,2,2
IMAGICAA,256841,2,2
JPINFRATEC,211193,2,2
BALLARPUR,100102,2,2
SANWARIA,119260,3,2
ESSARSHPNG,226221,2,2
UNITECH,107878,2,2
KGL,131687,2,2
ATLANTA,132759,2,2
RCOM,132712,2,2
ABAN,123204,2,2
ROLTA,100366,2,2
VIDEOIND,111389,2,2
NDRAUTO,298017,4,3
MAJESCO,276987,3,3
GTL,100160,3,2
MBLINFRA,219780,4,3
SADBHIN,229458,4,3
BCG,132368,2,4
TI,107205,3,3
GAMMNINFRA,200068,2,3
CONSOFINVT,100226,2,3
SADBHAV,132710,3,4
TATACHEM,100770,5,5
WANBURY,124212,2,2
PRAKASH,106022,3,2
CMICABLES,117330,3,4
ASHAPURMIN,127001,3,3
HLVLTD,100193,2,2
VLSFINANCE,111333,3,3
NBVENTURES,113023,4,4
IZMO,132341,2,3
JINDALPOLY,100227,4,4
COMPINFO,132456,4,4
HDIL,132873,3,3
DCMSRMIND,123369,4,4
KMSUGAR,200037,4,4
UJAAS,223170,2,3
RKEC,287352,5,4
GESHIP,100620,3,2
PFC,132810,3,4
DALMIASUG,100097,4,4
TRIGYN,117562,3,4
VHL,100439,3,2
RELINFRA,100390,3,2
SCI,123598,3,3
RECLTD,200055,3,3
GUJAPOLLO,122217,3,3
OIL,200091,4,4
GIPCL,117300,3,4
DHAMPURSUG,100119,4,4
PTC,132524,4,3
AUSOMENT,109009,4,4
NAHARPOLY,123391,4,4
VINDHYATEL,117015,5,4
UNIVPHOTO,268509,3,3
FACT,190024,4,4
INTENTECH,132326,3,4
GANGESSECU,286954,3,3
OSWALAGRO,100317,4,3
UGARSUGAR,130363,3,2
WSTCSTPAPR,100444,5,4
SUPERHOUSE,123283,3,3
COSMOFILMS,108814,3,3
HINDPETRO,100104,4,3
NDTV,132529,2,2
AMARJOTHI,121097,3,3
UFLEX,100148,3,3
HUDCO,213327,4,4
ANDHRSUGAR,190062,4,4
KECL,190052,2,2
GOODLUCK,130655,4,4
REFEX,132884,5,5
REPCOHOME,209089,4,4
AGARIND,131921,4,4
HMVL,220559,4,3
NLCINDIA,113683,4,3
ELNET,117477,4,3
PATINTLOG,126381,3,2
TRIVENI,132356,5,4
ARSSINFRA,209930,2,2
MANAKSIA,200023,4,3
SATIN,240474,4,3
EVEREADY,131508,4,4
POLYPLEX,124051,5,4
SANDESH,126725,3,3
PTL,109220,5,4
TNPETRO,100777,4,4
WELCORP,132144,3,4
COALINDIA,219300,5,5
ALMONDZ,131400,2,3
ELECON,105700,3,3
DEEPAKFERT,100645,3,3
PARACABLES,130555,3,3
GNFC,100670,4,4
CHAMBLFERT,100085,4,4
WORTH,287262,4,3
ASOCSTONE,102015,3,4
CESC,100084,3,3
TIIL,132804,4,4
NAVKARCORP,227718,3,2
SJVN,220512,4,4
WOCKPHARMA,132300,2,3
GHCL,100171,4,4
BALRAMCHIN,100038,4,4
ALEMBICLTD,106235,4,3
SESHAPAPER,102450,4,4
DAAWAT,132783,4,4
VISHNU,116072,3,4
WELENT,132553,4,4
MANAKSTEEL,268726,3,2
KIRIINDUS,200079,3,3
GAIL,132155,4,5
JMA,208508,3,3
RTNPOWER,218933,2,2
SALZERELEC,117059,4,2
SHRIRAMCIT,132498,4,4
20MICRONS,207635,4,3
GLOBAL,284677,5,4
RAJPALAYAM,132503,2,2
JKPAPER,132162,5,5
BHAGYAPROP,228501,3,3
NHPC,216369,4,4
AURIONPRO,132668,3,3
IRB,200048,3,3
STEELCITY,229571,4,4
LICHSGFIN,100253,4,4
LINCOLN,131633,4,4
GSPL,132702,4,5
FAZETHREE,130079,4,3
ZFSTEERING,105163,3,3
MANINDS,113269,3,3
GANESHBENZ,100153,4,4
RCF,124230,3,3
KITEX,121248,4,3
GOKUL,200070,3,3
MAITHANALL,200556,4,4
COCHINSHIP,219691,4,3
CTE,132801,3,4
SAURASHCEM,102175,4,4
KIRLOSIND,100243,4,4
SILINV,121194,4,4
GPTINFRA,221129,3,3
GMDCLTD,132181,4,4
GLOBABOARD,100159,3,3
HIL,109675,4,4
MANAPPURAM,131213,4,4
MAZDOCK,219700,4,4
EIDPARRY,100125,2,4
THEMISMED,130199,3,3
GPIL,132734,4,4
GOLDENTOBC,100151,3,3
AMJLAND,100343,3,3
SAKSOFT,190051,5,4
MEGH,132865,4,5
IIFL,132636,4,3
SAKUMA,132713,3,4
KRBL,130813,5,5
AARVI,207660,3,4
RVNL,209037,3,3
DSSL,132365,4,3
SPIC,190030,4,4
MAHAPEXLTD,123384,3,3
KSCL,132899,5,5
HGINFRA,282626,4,4
FEDERALBNK,100469,4,4
RPPINFRA,221213,3,3
HGS,132859,4,4
TARMAT,132869,4,4
RAMCOIND,132369,3,3
BFINVEST,220706,3,2
EXPLEOSOL,218926,4,4
JKIL,200043,4,2
ASAHISONG,132853,4,2
HSIL,100187,3,3
CIGNITITEC,205759,4,4
REDINGTON,132805,4,4
SARDAEN,104614,4,4
EQUITAS,243712,3,3
SHAREINDIA,287141,4,3
DYNPRO,132707,4,4
KEYFINSERV,112597,3,2
BIRLACORPN,100335,4,4
ARIES,200021,4,3
DCMSHRIRAM,123367,5,5
SRHHYPOLTD,132842,4,3
RGL,132923,3,4
SHIVATEX,111108,2,2
GSCLCEMENT,118029,3,4
BANCOINDIA,100039,4,4
KRITIIND,126423,4,4
EXCELINDUS,100650,5,5
BINDALAGRO,200031,3,2
POWERGRID,132898,4,4
MODINSULAT,115008,4,4
UNIVCABLES,104212,4,3
LINDEINDIA,123457,4,3
KSL,100235,4,3
IRCON,123596,3,3
JSWENERGY,208461,3,3
SBIN,100112,4,4
ELECTCAST,100128,3,3
PFS,220532,2,2
KIRLOSBROS,100241,4,4
KIRLOSENG,222961,4,3
GOLDIAM,126729,3,3
REVATHI,105368,3,3
MMP,208662,4,3
PILANIINVS,219267,3,3
NMDC,126371,4,4
INDIANB,132814,3,3
KELLTONTEC,119602,3,4
TIDEWATER,190005,4,4
TIMETECHNO,132856,3,4
DATAMATICS,132528,4,4
ASHOKA,207778,5,3
OMMETALS,131092,3,3
BAJAJHLDNG,100490,3,3
ARVSMART,228011,3,4
TDPOWERSYS,223658,4,4
KOPRAN,124280,3,4
GARWARPOLY,100655,3,3
ULTRMARINE,106685,4,2
UJJIVAN,222671,2,3
SHARDACROP,226627,5,5
CAREERP,217586,2,3
GOKULAGRO,280212,3,3
JINDALSAW,100378,4,4
KERALACHEM,106532,3,3
GSS,200053,3,3
AKSHARCHEM,124598,4,2
RAIN,100339,3,4
GLOBUSSPR,200047,4,4
RITES,209097,4,4
SHYAMCENT,239116,3,2
GTPL,284223,4,4
HAL,219494,4,4
ALLSEC,132633,3,4
HINDOILEXP,100186,5,5
MPSLTD,132440,4,4
SARLAPOLY,126885,4,3
UNITEDTEA,219975,4,3
GRAVITA,215690,4,4
NCLIND,102168,4,2
BBTC,101425,2,4
MOLDTECH,126263,5,5
CINELINE,132807,3,2
DHARAMORAR,106405,5,4
SUMMITSEC,220531,4,4
CHOLAHLDNG,104973,4,4
DLINKINDIA,219321,4,4
HARRMALAYA,100467,3,3
SARASIND,200025,4,4
CREST,111413,3,3
QUICKHEAL,223021,4,4
ONMOBILE,200044,3,3
ALPA,132878,3,3
JKLAKSHMI,100380,4,4
TVTODAY,132515,4,4
TEXMOPIPES,220084,3,3
JSLHISAR,279682,4,4
GPPL,208264,4,3
MUTHOOTFIN,221790,4,4
SHREEPUSHK,271117,4,3
MARKSANS,124404,4,4
EVERESTIND,108906,4,4
SUNFLAG,100404,4,4
WABAG,209532,3,3
GEPIL,132309,4,4
ENGINERSIN,132178,5,5
KALPATPOWR,122287,4,4
GEOJITFSL,132285,4,4
KOTHARIPET,200034,5,3
ACCURACY,288828,4,2
SRTRANSFIN,111218,4,4
MANALIPETC,100268,4,3
NCC,100294,4,4
BODHTREE,200173,4,3
NUCLEUS,131209,4,4
BEPL,100052,5,5
LGBBROSLTD,100250,4,4
OCCL,106579,4,4
ECLERX,200017,4,4
PHILIPCARB,106590,5,5
PNCINFRA,200094,5,5
NSIL,132256,3,4
INDIAGLYCO,100201,4,4
GUJALKALI,130001,4,3
PIONEEREMB,114300,3,3
SASKEN,132663,4,4
SKMEGGPROD,132143,4,4
RAJESHEXPO,131500,3,4
NTPC,132555,3,3
ADSL,132875,3,3
TRANSPEK,106687,4,4
PETRONET,132522,4,4
GSFC,100690,3,3
INFOBEAN,275220,4,4
INSECTICID,132851,4,4
JMFINANCIL,123405,4,4
JUSTDIAL,211531,5,5
MANAKCOAT,268723,3,2
SHILPAMED,130549,4,4
APOLSINHOT,226350,4,4
RAJRATAN,117522,4,4
ARTEMISMED,236257,3,3
KNRCON,200046,4,5
GLENMARK,132296,4,4
RUBFILINTL,100367,4,3
SUNTV,132733,5,5
SEAMECLTD,126807,4,4
APARINDS,132259,4,4
GODFRYPHLP,100163,4,4
ALLCARGO,132749,4,4
GOCLCORP,106480,3,3
FILATEX,126227,4,3
WIMPLAST,126586,4,3
KEC,132714,5,5
CESCVENT,293705,2,3
LT,100510,4,4
FSL,132809,3,3
PANAMAPET,124820,4,4
GNA,211130,5,4
NESCO,105355,4,4
CAPLIPOINT,124742,5,5
DBCORP,200067,4,4
IONEXCHANG,100214,4,4
UPL,112070,3,4
JKSYNTHETC,100306,3,2
CYIENT,132175,4,4
ARMANFIN,131179,3,4
SONATSOFTW,132221,4,4
STARCEMENT,207945,4,4
ANUP,293664,3,2
GALLISPAT,219910,4,4
TCI,132349,5,4
RADIOCITY,221106,3,3
WELSPUNIND,114162,4,4
AUROPHARMA,124804,4,4
3IINFOTECH,132628,4,3
SURYAROSNI,100336,4,3
VTL,102986,4,4
TATACOFFEE,132301,3,3
DEN,219237,2,2
CONTROLPR,122295,4,4
BAJAJCON,220519,4,4
PARAGMILK,224160,4,4
AIMCOPEST,124288,4,4
HSCL,100184,3,4
IMPAL,190065,3,3
KEI,117569,5,5
FDC,131599,4,4
MADHAV,115093,3,2
EKC,132684,3,2
VETO,239649,4,3
GALLANTT,132726,3,3
PRIVISCL,130117,5,4
COROMANDEL,106395,4,4
OFSS,132466,4,4
BALMLAWRIE,123319,3,3
SAVERA,112634,3,2
HITECH,208345,4,3
KPRMILL,132889,4,4
MAHEPC,123754,4,2
HITECHCORP,126217,3,2
XCHANGING,132616,3,4
TECHNOE,220869,5,5
MARATHON,103101,3,2
TANEJAERO,122229,3,3
ISEC,208365,3,3
PKTEA,219224,3,3
FINCABLES,100144,4,3
DCAL,228555,4,3
MAGMA,124000,3,3
TPLPLASTEH,126582,4,3
SWSOLAR,295131,4,3
BEL,100049,4,4
RSYSTEMS,132735,3,3
CCL,119600,5,4
SHRIDINESH,103804,2,2
KCP,190066,3,3
PSPPROJECT,284184,4,4
ALANKIT,131082,4,4
GENUSPAPER,254202,3,2
SAIL,100113,3,3
DTIL,272702,4,4
DOLLAR,207877,4,4
PRECAM,252077,4,4
CARERATING,227347,4,4
VIDHIING,131717,5,2
TV18BRDCST,132800,3,4
JASH,229403,3,4
ITC,100875,4,4
USHAMART,117146,4,3
AVANTIFEED,112573,4,4
MAYURUNIQ,122249,4,3
KICL,220965,3,2
AVTNPL,119105,4,4
GRASIM,100300,4,4
CREATIVE,285246,4,2
MOREPENLAB,100288,4,4
PANACHE,285514,3,3
DHANUKA,107717,4,5
REPL,289264,3,3
CEATLTD,100878,4,3
JUBILANT,130019,4,5
ENERGYDEV,132219,3,3
APLLTD,224849,5,5
GRANULES,132482,4,4
SAREGAMA,132163,4,4
JAGRAN,132705,4,4
NEWGEN,213672,4,4
SKIPPER,216897,4,2
SUNDARMFIN,190071,3,3
ATULAUTO,131795,5,4
CHEMFAB,289453,3,2
TATAMETALI,113434,5,4
BPCL,100547,3,3
PRECWIRE,123539,4,2
EIMCOELECO,123708,3,2
MASTEK,123704,3,4
SREINFRA,123756,3,3
IFBAGRO,107438,3,3
ACRYSIL,124091,4,4
WEIZMANIND,123011,3,3
SOUTHWEST,288358,3,3
GENUSPOWER,130343,4,3
SAGCEM,102090,4,3
DBL,226480,4,4
HCLTECH,132281,4,4
TORNTPOWER,132779,3,3
MAHABANK,132525,3,3
HIKAL,124735,4,4
ICIL,121016,3,3
GEECEE,132764,3,3
BSE,207901,3,3
FIEMIND,132768,4,4
KOVAI,123323,4,3
POLYCAB,211337,4,4
BANSWRAS,103722,4,4
OAL,100078,4,3
FINPIPE,100940,4,3
NAVNETEDUL,108989,5,5
DEEPAKNTR,106401,5,5
MIDHANI,208745,3,3
NAHARCAP,200126,3,2
AMBUJACEM,100425,4,4
AJMERA,113349,3,3
APCOTEXIND,123694,3,2
TVSELECT,132513,3,4
SPAL,209127,4,4
SORILINFRA,132679,3,2
CYBERTECH,132173,3,3
BAJAJ-AUTO,200132,4,4
INDUSTOWER,209967,4,4
TECHM,132755,4,4
MOTILALOFS,132892,4,3
INVENTURE,220196,2,2
VENUSREM,126953,3,2
WIPRO,107685,4,4
SIS,210729,3,4
LKPMERFIN,107912,3,3
ACCELYA,132268,4,4
ICEMAKE,287771,4,3
KSB,100249,4,4
MPHASIS,126299,4,4
SALASAR,284680,4,4
HEROMOTOCO,100182,4,4
NACLIND,124709,3,3
ALKEM,212427,4,4
HFCL,100183,4,4
TATAPOWER,100400,2,3
RUPA,221363,4,4
SMSLIFE,287106,3,2
BIRLAMONEY,190049,4,3
JBCHEPHARM,106943,4,4
GANECOS,114167,5,3
HATHWAY,215739,3,3
ULTRACEMCO,132538,4,4
INDUSINDBK,132187,5,4
HMT,100191,5,3
BLS,281585,5,4
ABCAPITAL,242461,3,3
GUJGASLTD,249927,5,5
ACC,100410,4,4
HARITASEAT,190043,3,4
NILKAMAL,123385,4,4
ERIS,222255,4,4
RALLIS,100355,4,4
AARTIDRUGS,124348,4,4
BSOFT,132400,4,4
CHOLAFIN,111243,4,4
AXISCADES,132395,3,3
ADFFOODS,119183,4,4
ZENTEC,190032,4,4
ICICIBANK,132174,4,4
UTIAMC,209492,4,3
RATNAMANI,120111,5,5
IPCALAB,124494,4,4
AJANTPHARM,132331,4,4
ADVENZYMES,207679,4,4
HDFCBANK,100180,5,5
WATERBASE,123660,4,2
GOACARBON,109567,3,2
ORBTEXP,112626,4,4
HUHTAMAKI,109820,4,2
SOLARA,290184,3,3
MASFIN,226625,4,3
EXIDEIND,100086,4,4
MRF,100290,3,3
MOLDTKPAC,218761,4,3
ADANIPORTS,132921,3,4
BHARATRAS,190021,4,2
MSTCLTD,208646,2,2
BALAMINES,130999,4,4
CUMMINSIND,100480,4,4
LUXIND,213488,4,4
VIKASECO,130961,3,2
INDNIPPON,132240,4,5
NAVINFLUOR,132504,4,4
KPITTECH,294320,3,3
VALIANTORG,224818,5,2
GEORGFISCH,100068,5,4
POKARNA,132486,3,4
ZENSARTECH,104067,4,4
SINGER,105729,4,4
JUBLINDS,222821,2,3
HDFC,100010,4,3
CADILAHC,132321,5,4
BLISSGVS,106197,4,4
CARBORUNIV,113375,4,4
KANANIIND,106184,3,4
ICRA,132835,4,4
KABRAEXTRU,124109,3,2
JKCEMENT,132644,4,4
ESCORTS,100495,4,4
IOC,130965,3,3
KGKHOSLA,105283,4,3
ISFT,219644,3,3
NELCAST,132864,3,3
GALAXYSURF,208190,4,4
AMARAJABAT,100008,4,2
INFY,100209,4,4
BODALCHEM,124370,4,4
RBLBANK,209068,4,3
ANANTRAJ,115055,3,2
RADICO,132497,4,3
SOBHA,132784,4,4
SMSPHARMA,132815,4,3
JYOTHYLAB,200007,4,4
MINDTREE,132819,4,4
RELIANCE,100325,3,4
GAEL,124226,4,3
GODREJAGRO,217842,4,3
ASTEC,212609,5,5
RAMCOCEM,100260,3,3
CGCL,131595,3,3
ATUL,100027,4,4
TRITURBINE,226076,4,4
GREENLAM,272156,4,4
CAPTRUST,111505,3,2
SWELECTES,132051,3,3
LAURUSLABS,271867,3,3
BALKRISIND,102355,4,4
SUDARSCHEM,106655,4,4
SRF,103806,4,4
NOCIL,100730,4,4
GDL,132622,3,4
NBCC,208801,4,4
INTELLECT,271581,3,3
NIITLTD,100304,4,4
ANGELBRKG,209902,4,4
MGEL,296148,3,2
AIAENG,132683,4,4
HINDCOMPOS,109635,3,2
FCL,213133,4,4
PERSISTENT,210590,4,4
NELCO,104112,5,4
IGPL,100199,4,3
CONCOR,131344,3,3
GARFIBRES,109557,4,4
AHLUCONT,132811,4,4
MCX,208766,3,3
OBEROIRLTY,220018,3,4
APOLLOTYRE,100877,3,3
CENTUM,117544,3,3
COFORGE,132541,4,3
ASTERDM,221033,2,3
IFGLEXPOR,243998,3,3
AUBANK,286335,4,3
CIPLA,100087,4,4
CDSL,207950,3,3
SHARDAMOTR,209220,4,3
AWHCL,277374,2,4
VAIBHAVGBL,132156,4,4
STLTECH,132374,5,5
NATCOPHARM,124816,4,4
IGL,132514,4,4
TALBROAUTO,105160,3,3
IIFLWAM,228974,2,3
TORNTPHARM,100420,3,3
LTTS,268618,4,5
TRIDENT,121064,3,3
ASIANTILES,132888,3,3
LIBERTSHOE,126596,3,2
TCS,132540,4,4
CONFIPET,126829,4,5
BAJAJFINSV,205198,4,4
EPL,100135,3,3
ASPINWALL,219253,2,3
ORIENTREF,232353,4,3
PRESTIGE,213838,3,3
IEX,224623,3,2
ONGC,100312,4,4
GODREJIND,100164,3,3
KKCL,132732,4,3
PUNJABCHEM,106618,4,4
HINDALCO,100440,2,4
NEULANDLAB,124558,3,3
KOTAKBANK,100247,5,5
ACE,132762,4,4
SUULD,288678,3,2
POLYMED,131768,4,4
CRISIL,100092,3,4
SUVENPHAR,297629,3,3
FLUOROCHEM,295872,2,2
ASTRON,286637,4,3
KOKUYOCMLN,123207,3,3
NATIONALUM,132234,3,3
GRINDWELL,106076,4,4
MOIL,208690,3,3
NAM-INDIA,209078,3,3
LTI,216156,4,3
SOLARINDS,132725,4,4
DALBHARAT,293380,3,3
MMWL,112267,3,4
NIPPOBATRY,104058,3,3
AIRAN,284972,4,3
TBZ,223359,3,3
ASTRAMICRO,132493,3,3
ADORWELD,117041,4,4
IMFA,217582,3,3
LUMAXTECH,132796,5,4
PONDYOXIDE,132626,4,3
SUPRAJIT,132509,5,4
SUNDARAM,190047,3,2
AARTIIND,124208,4,4
STERTOOLS,130759,4,3
SUPREMEIND,109930,4,4
