ALKYLAMINE,106767,4,4
ELPROINTL,104000,3,4
MARICO,131642,4,4
TOTAL,286906,3,3
BRITANNIA,100825,4,4
CAMLINFINE,132834,4,4
CERA,132443,4,3
SUNDRMFAST,100403,4,4
MEGASOFT,132408,2,2
APLAPOLLO,190059,3,4
ENDURANCE,215477,4,5
INDOCO,132612,2,2
CAMS,210036,5,5
CAPACITE,285668,3,3
PRAJIND,122205,4,4
INDSWFTLAB,132305,3,3
CROMPTON,280713,4,3
GODREJCP,132424,4,4
TATAINVEST,101301,2,2
CENTURYPLY,132548,4,4
SHREECEM,100387,4,4
FMGOETZE,105744,3,3
HESTERBIO,124669,4,4
RAMASTEEL,209055,3,3
SFL,211969,4,4
DRREDDY,100124,4,3
DIVISLAB,132488,3,3
ASALCBR,107526,5,2
PAISALO,132900,3,3
JSWHL,132642,3,3
SHK,220884,3,3
MIRZAINT,126642,4,3
VIMTALABS,124394,3,2
ARIHANTSUP,106194,3,3
AEGISCHEM,100003,3,4
NEOGEN,241159,4,4
PIIND,123642,3,3
MARINE,291578,2,3
FINEORG,288451,3,3
AXISBANK,132215,3,3
MATRIMONY,223140,4,4
AKZOINDIA,100710,3,3
EICHERMOT,105200,4,4
MARUTI,132500,4,4
DYNAMATECH,105242,3,3
ONWARDTEC,117536,4,4
TCIDEVELOP,223859,3,3
INFIBEAM,275070,3,3
TTKPRESTIG,117506,4,4
KOTARISUG,200033,4,2
SUMICHEM,209344,4,4
NATPEROXID,100298,3,3
BEML,100048,3,3
DIAMONDYD,273894,3,4
VERTOZ,287655,3,3
ADANITRANS,271875,2,3
JSWSTEEL,100228,4,3
MMFL,122241,4,3
DABUR,100096,4,4
ATFL,100215,3,3
BAJFINANCE,100034,4,4
EMAMILTD,131162,4,4
RIIL,123445,3,3
SYMPHONY,117385,4,4
SEQUENT,112529,4,4
BORORENEW,102219,2,3
ADANIENT,112599,4,3
ROSSARI,233156,4,4
BOROLTD,299229,4,4
ANDREWYULE,126173,3,3
AGCNET,100463,3,3
CENTURYTEX,100040,5,4
RAMCOSYS,132370,4,3
GMMPFAUDLR,105255,4,4
VGUARD,200054,4,3
KAJARIACER,100233,4,4
SYNGENE,209373,4,3
JBMA,132605,4,4
VOLTAS,100575,4,4
THYROCARE,218764,4,4
TATACOMM,100483,3,3
AMRUTANJAN,190006,3,3
INDIACEM,130005,2,2
CHEMBOND,130871,3,3
KENNAMET,105890,3,3
TVSSRICHAK,109243,4,4
SIEMENS,100550,3,3
MHRIL,200082,5,4
CENTRUM,101150,3,3
JINDWORLD,131543,3,3
PRIMESECU,100337,3,3
BIMETAL,105681,3,2
HINDUNILVR,100696,4,4
SHALBY,235126,3,3
HAVELLS,117354,4,4
BIOCON,132523,2,3
PDSMFL,266384,3,3
THERMAX,100411,3,3
KANSAINER,100165,4,4
VSTIND,109966,4,2
TATACONSUM,100800,3,2
GKWLIMITED,200036,3,2
NRBBEARING,130367,4,4
TIINDIA,269404,3,3
VBL,209550,3,4
MFSL,100271,3,2
INEOSSTYRO,106222,3,2
METROPOLIS,235506,3,3
MAHESHWARI,233160,3,3
APOLLOPIPE,131761,4,4
BHAGYANGR,112296,3,3
SUBROS,117168,4,4
SUNPHARMA,124715,4,3
SUNTECK,112179,4,3
PIDILITIND,100331,4,3
SANDHAR,209165,3,3
WHIRLPOOL,100238,4,4
LALPATHLAB,218763,4,4
SUNCLAYLTD,120056,3,4
BECTORFOOD,223478,4,4
BANKBARODA,132134,3,3
PRICOLLTD,284650,2,2
DPSCLTD,200503,3,3
TVSMOTOR,132343,4,4
HOVS,132761,3,3
STAR,132531,3,3
ASAHIINDIA,115030,3,3
ASIANPAINT,100820,3,3
5PAISA,228972,3,3
OLECTRA,132439,3,3
ROUTE,273198,4,5
ASTRAL,132830,4,3
MAHLOG,218067,4,4
HBLPOWER,117271,3,3
AFFLE,229238,4,2
JAYBARMARU,120066,3,2
SHRIPISTON,218771,4,4
XELPMOC,291852,3,3
LUMAXIND,117206,4,3
NAUKRI,132777,3,4
AMBER,225154,3,4
ELGIEQUIP,122074,4,3
COMPUSOFT,132339,2,2
HNDFDS,119126,4,2
TANLA,132790,3,3
WENDT,105412,3,3
DANGEE,290171,3,3
ZEELEARN,222584,4,3
3MINDIA,123395,3,4
TATAELXSI,100408,4,2
BERGEPAINT,109480,4,4
ZOTA,285652,3,2
TEAMLEASE,221194,3,4
DIXON,210072,4,4
MAXHEALTH,218071,3,3
JAMNAAUTO,120051,4,4
PACIFICIND,123483,3,2
SHAKTIPUMP,131431,3,3
JAICORPLTD,112237,3,3
MANINFRA,200083,4,3
BAJAJELEC,100031,3,3
TITAN,100114,4,4
KAMDHENU,132741,3,2
GREENPLY,126797,3,3
SHANKARA,200110,4,4
RESPONIND,105509,3,3
PHOENIXLTD,103100,2,3
APOLLOHOSP,108869,3,4
ZYDUSWELL,131335,3,3
ESTER,100136,4,2
PEL,100302,2,3
MCDOWELL-N,132432,4,4
ITI,123610,2,2
THEINVEST,130023,3,3
GODREJPROP,208238,3,3
DMART,223595,4,4
OMAXAUTO,120021,3,2
URJA,126987,3,2
KILITCH,124500,3,3
BOSCHLTD,100530,3,3
JUBLFOOD,215367,4,4
BLUESTARCO,100067,4,4
ROSSELLIND,219268,4,2
HATSUN,131531,3,2
AARTISURF,299121,3,3
UBL,132478,4,4
ADANIGREEN,289554,2,2
MINDAIND,132539,3,4
BATAINDIA,100043,4,4
